Study ID,PTSDpubs ID,"Author, Year",Outcome Assessment Type,PTSD Outcome Measure,PTSD Outcome Measure Detail,Analysis Type,Adjusted Variables in Statistical Analysis,Method for Handling Missing Data,Statistical Analysis,Arms Compared,Assessment Point,Effect Size 1 Detail,Effect Size 1 Type,Effect Size 1,Effect Size 1 Type of Variance Measure,Effect Size 1 Variance Value or Lower Bound,Effect Size 1 Variance Upper Bound,Effect Size 1 p value,Effect Size 2 Detail,Effect Size 2 Type,Effect Size 2,Effect Size 2 Type of Variance Measure,Effect Size 2 Variance Value or Lower Bound,Effect Size 2 Variance Upper Bound,Effect Size 2 p value,EPC Calculated: Comparison Standardized Effect Size,EPC Calculated: Comparison Standardized Effect Size Standard Error,EPC Calculated: Comparison Standardized Effect Size 95% CI Lower Bound,EPC Calculated: Comparison Standardized Effect Size 95% CI Upper Bound,EPC Calculated: Comparison  Standardized Effect Size Data Source,Score Difference 1 Detail,Comparison Score Difference 1 Adjusted Indicator,Score Difference 1,Comparison Score Difference 1 Calculated Indicator,Score Difference 1 Standard Deviation,Comparison Score Difference 1 SE Calculated Indicator,Score Difference 1 95% CI Lower Bound,Score Difference 1 95% CI Upper Bound,Comparison Score Difference 1 p value,Score Difference 2 Detail,Comparison Score Difference 2 Adjusted Indicator,Score Difference 2,Comparison Score Difference 2 Calculated Indicator,Score Difference 2 Standard Deviation,Comparison Score Difference 2 SE Calculated Indicator,Score Difference 2 95% CI Lower Bound,Score Difference 2 95% CI Upper Bound,Comparison Score Difference 2 p value,unique_row_identifier,Citation,Study Publication Year,Study Class,Overall ROB Assessment (Study Level),Military Status (Study Level),Race/Ethnicity Reported (Study Level),Trauma Type (Study Level),Trauma Detail (Study Level),Total N Randomized (Study Level),Treatment Focus (Study Level)
mcdonagh2005,27712,"McDonagh, 2005",Structured Clinical Interview,CAPS,CAPS,Completer,None,,Repeated measures ANOVA with post hoc analyses (Tukey) for continuous outcomes; chi-squared for categorical outcomes.,A vs B,12,,,,,,,,,,,,,,,0,0.343,-0.672,0.672,Follow-up,,,,,,,,,,,,,,,,,,,mcdonagh2005_Structured Clinical Interview_CAPS_Completer_A vs B_12,"McDonagh A, Friedman MJ, McHugo GJ, et al. Randomized trial of cognitive-behavioral therapy for chronic posttraumatic stress disorder in adult female survivors of childhood sexual abuse. J Consult Clin Psychol. 2005 Jun;73(3):515-24. doi: 10.1037/0022-006X.73.3.515. PMID: 15982149.",2005,Psychotherapy,High,Community,Race data reported,Child sexual abuse,,74,PTSD
mcdonagh2005,27712,"McDonagh, 2005",Structured Clinical Interview,CAPS,CAPS,Completer,None,,Repeated measures ANOVA with post hoc analyses (Tukey) for continuous outcomes; chi-squared for categorical outcomes.,A vs B,26,Endpoint difference,Cohen's d,0.45,,,,,,,,,,,,-0.433,0.347,-1.114,0.248,Follow-up,,,,,,,,,,,,,,,,,,,mcdonagh2005_Structured Clinical Interview_CAPS_Completer_A vs B_26,"McDonagh A, Friedman MJ, McHugo GJ, et al. Randomized trial of cognitive-behavioral therapy for chronic posttraumatic stress disorder in adult female survivors of childhood sexual abuse. J Consult Clin Psychol. 2005 Jun;73(3):515-24. doi: 10.1037/0022-006X.73.3.515. PMID: 15982149.",2005,Psychotherapy,High,Community,Race data reported,Child sexual abuse,,74,PTSD
mcdonagh2005,27712,"McDonagh, 2005",Structured Clinical Interview,CAPS,CAPS,Completer,None,,Repeated measures ANOVA with post hoc analyses (Tukey) for continuous outcomes; chi-squared for categorical outcomes.,A vs C,0,Endpoint difference,Cohen's d,1.07,,,,p=significant,,,,,,,,-1.042,0.354,-1.736,-0.349,Follow-up,,,,,,,,,,,,,,,,,,,mcdonagh2005_Structured Clinical Interview_CAPS_Completer_A vs C_0,"McDonagh A, Friedman MJ, McHugo GJ, et al. Randomized trial of cognitive-behavioral therapy for chronic posttraumatic stress disorder in adult female survivors of childhood sexual abuse. J Consult Clin Psychol. 2005 Jun;73(3):515-24. doi: 10.1037/0022-006X.73.3.515. PMID: 15982149.",2005,Psychotherapy,High,Community,Race data reported,Child sexual abuse,,74,PTSD
mcdonagh2005,27712,"McDonagh, 2005",Structured Clinical Interview,CAPS,CAPS,Completer,None,,Repeated measures ANOVA with post hoc analyses (Tukey) for continuous outcomes; chi-squared for categorical outcomes.,B vs C,0,Endpoint difference,Cohen's d,0.89,,,,p=significant,,,,,,,,-0.875,0.333,-1.527,-0.223,Follow-up,,,,,,,,,,,,,,,,,,,mcdonagh2005_Structured Clinical Interview_CAPS_Completer_B vs C_0,"McDonagh A, Friedman MJ, McHugo GJ, et al. Randomized trial of cognitive-behavioral therapy for chronic posttraumatic stress disorder in adult female survivors of childhood sexual abuse. J Consult Clin Psychol. 2005 Jun;73(3):515-24. doi: 10.1037/0022-006X.73.3.515. PMID: 15982149.",2005,Psychotherapy,High,Community,Race data reported,Child sexual abuse,,74,PTSD
mcdonagh2005,27712,"McDonagh, 2005",Structured Clinical Interview,CAPS,CAPS,Completer,None,,Repeated measures ANOVA with post hoc analyses (Tukey) for continuous outcomes; chi-squared for categorical outcomes.,Omnibus,0,Group x Time interaction,,,,,,p<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcdonagh2005_Structured Clinical Interview_CAPS_Completer_Omnibus_0,"McDonagh A, Friedman MJ, McHugo GJ, et al. Randomized trial of cognitive-behavioral therapy for chronic posttraumatic stress disorder in adult female survivors of childhood sexual abuse. J Consult Clin Psychol. 2005 Jun;73(3):515-24. doi: 10.1037/0022-006X.73.3.515. PMID: 15982149.",2005,Psychotherapy,High,Community,Race data reported,Child sexual abuse,,74,PTSD
mcdonagh2005,27712,"McDonagh, 2005",Structured Clinical Interview,CAPS,CAPS,ITT,None,LOCF,Repeated measures ANOVA with post hoc analyses (Tukey) for continuous outcomes; chi-squared for categorical outcomes.,A vs B,0,Endpoint difference,Cohen's d,-0.22,,,,p=NS,,,,,,,,0.221,0.284,-0.335,0.777,Follow-up,,,,,,,,,,,,,,,,,,,mcdonagh2005_Structured Clinical Interview_CAPS_ITT_A vs B_0,"McDonagh A, Friedman MJ, McHugo GJ, et al. Randomized trial of cognitive-behavioral therapy for chronic posttraumatic stress disorder in adult female survivors of childhood sexual abuse. J Consult Clin Psychol. 2005 Jun;73(3):515-24. doi: 10.1037/0022-006X.73.3.515. PMID: 15982149.",2005,Psychotherapy,High,Community,Race data reported,Child sexual abuse,,74,PTSD
mcdonagh2005,27712,"McDonagh, 2005",Structured Clinical Interview,CAPS,CAPS,ITT,None,LOCF,Repeated measures ANOVA with post hoc analyses (Tukey) for continuous outcomes; chi-squared for categorical outcomes.,A vs B,12,Endpoint difference,Cohen's d,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcdonagh2005_Structured Clinical Interview_CAPS_ITT_A vs B_12,"McDonagh A, Friedman MJ, McHugo GJ, et al. Randomized trial of cognitive-behavioral therapy for chronic posttraumatic stress disorder in adult female survivors of childhood sexual abuse. J Consult Clin Psychol. 2005 Jun;73(3):515-24. doi: 10.1037/0022-006X.73.3.515. PMID: 15982149.",2005,Psychotherapy,High,Community,Race data reported,Child sexual abuse,,74,PTSD
mcdonagh2005,27712,"McDonagh, 2005",Structured Clinical Interview,CAPS,CAPS,ITT,None,LOCF,Repeated measures ANOVA with post hoc analyses (Tukey) for continuous outcomes; chi-squared for categorical outcomes.,A vs B,26,Change from baseline: Group x Time interaction,,,,,,p>0.10 (NS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcdonagh2005_Structured Clinical Interview_CAPS_ITT_A vs B_26,"McDonagh A, Friedman MJ, McHugo GJ, et al. Randomized trial of cognitive-behavioral therapy for chronic posttraumatic stress disorder in adult female survivors of childhood sexual abuse. J Consult Clin Psychol. 2005 Jun;73(3):515-24. doi: 10.1037/0022-006X.73.3.515. PMID: 15982149.",2005,Psychotherapy,High,Community,Race data reported,Child sexual abuse,,74,PTSD
mcdonagh2005,27712,"McDonagh, 2005",Structured Clinical Interview,CAPS,CAPS,ITT,None,LOCF,Repeated measures ANOVA with post hoc analyses (Tukey) for continuous outcomes; chi-squared for categorical outcomes.,A vs C,0,Endpoint difference,Cohen's d,0.5,,,,,,,,,,,,-0.492,0.284,-1.048,0.064,Follow-up,,,,,,,,,,,,,,,,,,,mcdonagh2005_Structured Clinical Interview_CAPS_ITT_A vs C_0,"McDonagh A, Friedman MJ, McHugo GJ, et al. Randomized trial of cognitive-behavioral therapy for chronic posttraumatic stress disorder in adult female survivors of childhood sexual abuse. J Consult Clin Psychol. 2005 Jun;73(3):515-24. doi: 10.1037/0022-006X.73.3.515. PMID: 15982149.",2005,Psychotherapy,High,Community,Race data reported,Child sexual abuse,,74,PTSD
mcdonagh2005,27712,"McDonagh, 2005",Structured Clinical Interview,CAPS,CAPS,ITT,None,LOCF,Repeated measures ANOVA with post hoc analyses (Tukey) for continuous outcomes; chi-squared for categorical outcomes.,B vs C,0,Endpoint difference,Cohen's d,0.89,,,,,,,,,,,,-0.875,0.313,-1.489,-0.261,Follow-up,,,,,,,,,,,,,,,,,,,mcdonagh2005_Structured Clinical Interview_CAPS_ITT_B vs C_0,"McDonagh A, Friedman MJ, McHugo GJ, et al. Randomized trial of cognitive-behavioral therapy for chronic posttraumatic stress disorder in adult female survivors of childhood sexual abuse. J Consult Clin Psychol. 2005 Jun;73(3):515-24. doi: 10.1037/0022-006X.73.3.515. PMID: 15982149.",2005,Psychotherapy,High,Community,Race data reported,Child sexual abuse,,74,PTSD
mcdonagh2005,27712,"McDonagh, 2005",Structured Clinical Interview,CAPS,CAPS,ITT,None,LOCF,Repeated measures ANOVA with post hoc analyses (Tukey) for continuous outcomes; chi-squared for categorical outcomes.,Omnibus,0,Group x Time interaction,,,,,,p<0.10 (NS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcdonagh2005_Structured Clinical Interview_CAPS_ITT_Omnibus_0,"McDonagh A, Friedman MJ, McHugo GJ, et al. Randomized trial of cognitive-behavioral therapy for chronic posttraumatic stress disorder in adult female survivors of childhood sexual abuse. J Consult Clin Psychol. 2005 Jun;73(3):515-24. doi: 10.1037/0022-006X.73.3.515. PMID: 15982149.",2005,Psychotherapy,High,Community,Race data reported,Child sexual abuse,,74,PTSD
mcfall2010,35450,"McFall, 2010",Structured Clinical Interview,CAPS,CAPS,ITT,"Site,  age, sex, baseline Fagerstrom Test for Nicotine Dependence, and 5 randomization stratification factors (stratified within site by: sex, current alcohol abuse or dependence in partial remission, current major depressive disorder, prior smoking abstinence, and heavy smoking)",Generalized estimating equations,Generalized estimating equations,A vs B,77.9,Treatment x Time interaction,,,,,,p=0.89,,,,,,,,-0.01,0.072,-0.15,0.13,Change,,,-0.2,,1.4259999999999999,calculated from CI,-3,2.6,,,,,,,,,,,mcfall2010_Structured Clinical Interview_CAPS_ITT_A vs B_77.9,"McFall ME, Saxon AJ, Malte CA, et al. Integrating tobacco cessation into mental health care for posttraumatic stress disorder: a randomized controlled trial. JAMA. 2010 Dec 8;304(22):2485-93. doi: 10.1001/jama.2010.1769. PMID: 21139110.",2010,Psychotherapy & pharmacotherapy,Some Concerns,Veteran,Race and Ethnicity data reported,Other,"""""related to military service""""",943,PTSD+SUD
mcfall2010,35450,"McFall, 2010",Self report,PCL,PCL,ITT,"Site,  age, sex, baseline Fagerstrom Test for Nicotine Dependence, and 5 randomization stratification factors (stratified within site by: sex, current alcohol abuse or dependence in partial remission, current major depressive disorder, prior smoking abstinence, and heavy smoking)",Generalized estimating equations,Generalized estimating equations,A vs B,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcfall2010_Self report_PCL_ITT_A vs B_12,"McFall ME, Saxon AJ, Malte CA, et al. Integrating tobacco cessation into mental health care for posttraumatic stress disorder: a randomized controlled trial. JAMA. 2010 Dec 8;304(22):2485-93. doi: 10.1001/jama.2010.1769. PMID: 21139110.",2010,Psychotherapy & pharmacotherapy,Some Concerns,Veteran,Race and Ethnicity data reported,Other,"""""related to military service""""",943,PTSD+SUD
mcfall2010,35450,"McFall, 2010",Self report,PCL,PCL,ITT,"Site,  age, sex, baseline Fagerstrom Test for Nicotine Dependence, and 5 randomization stratification factors (stratified within site by: sex, current alcohol abuse or dependence in partial remission, current major depressive disorder, prior smoking abstinence, and heavy smoking)",Generalized estimating equations,Generalized estimating equations,A vs B,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcfall2010_Self report_PCL_ITT_A vs B_26,"McFall ME, Saxon AJ, Malte CA, et al. Integrating tobacco cessation into mental health care for posttraumatic stress disorder: a randomized controlled trial. JAMA. 2010 Dec 8;304(22):2485-93. doi: 10.1001/jama.2010.1769. PMID: 21139110.",2010,Psychotherapy & pharmacotherapy,Some Concerns,Veteran,Race and Ethnicity data reported,Other,"""""related to military service""""",943,PTSD+SUD
mcfall2010,35450,"McFall, 2010",Self report,PCL,PCL,ITT,"Site,  age, sex, baseline Fagerstrom Test for Nicotine Dependence, and 5 randomization stratification factors (stratified within site by: sex, current alcohol abuse or dependence in partial remission, current major depressive disorder, prior smoking abstinence, and heavy smoking)",Generalized estimating equations,Generalized estimating equations,A vs B,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcfall2010_Self report_PCL_ITT_A vs B_39,"McFall ME, Saxon AJ, Malte CA, et al. Integrating tobacco cessation into mental health care for posttraumatic stress disorder: a randomized controlled trial. JAMA. 2010 Dec 8;304(22):2485-93. doi: 10.1001/jama.2010.1769. PMID: 21139110.",2010,Psychotherapy & pharmacotherapy,Some Concerns,Veteran,Race and Ethnicity data reported,Other,"""""related to military service""""",943,PTSD+SUD
mcfall2010,35450,"McFall, 2010",Self report,PCL,PCL,ITT,"Site,  age, sex, baseline Fagerstrom Test for Nicotine Dependence, and 5 randomization stratification factors (stratified within site by: sex, current alcohol abuse or dependence in partial remission, current major depressive disorder, prior smoking abstinence, and heavy smoking)",Generalized estimating equations,Generalized estimating equations,A vs B,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcfall2010_Self report_PCL_ITT_A vs B_52,"McFall ME, Saxon AJ, Malte CA, et al. Integrating tobacco cessation into mental health care for posttraumatic stress disorder: a randomized controlled trial. JAMA. 2010 Dec 8;304(22):2485-93. doi: 10.1001/jama.2010.1769. PMID: 21139110.",2010,Psychotherapy & pharmacotherapy,Some Concerns,Veteran,Race and Ethnicity data reported,Other,"""""related to military service""""",943,PTSD+SUD
mcfall2010,35450,"McFall, 2010",Self report,PCL,PCL,ITT,"Site,  age, sex, baseline Fagerstrom Test for Nicotine Dependence, and 5 randomization stratification factors (stratified within site by: sex, current alcohol abuse or dependence in partial remission, current major depressive disorder, prior smoking abstinence, and heavy smoking)",Generalized estimating equations,Generalized estimating equations,A vs B,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcfall2010_Self report_PCL_ITT_A vs B_65,"McFall ME, Saxon AJ, Malte CA, et al. Integrating tobacco cessation into mental health care for posttraumatic stress disorder: a randomized controlled trial. JAMA. 2010 Dec 8;304(22):2485-93. doi: 10.1001/jama.2010.1769. PMID: 21139110.",2010,Psychotherapy & pharmacotherapy,Some Concerns,Veteran,Race and Ethnicity data reported,Other,"""""related to military service""""",943,PTSD+SUD
mcgeary2022,1595720,"McGeary, 2022",Self report,PCL,PCL-5,ITT,,Multiple imputation,"Generalized linear mixed models; using aggregate of posttreatment timepoints (end of treatment, 3 month followup, 6 month followup)",A vs B,26,Secondary analysis using mixed model ANOVA,Treatment x Time interaction,,,,,p=0.06,,,,,,,,,,,,,"Aggregate endpoint (posttreatment, 3-month, and 6-month); not stated whether multiple imputation was performed",,2.4,Reported,,,-4.9,9.7,p=0.52,,,,,,,,,,mcgeary2022_Self report_PCL-5_ITT_A vs B_26,"McGeary DD, Resick PA, Penzien DB, et al. Cognitive behavioral therapy for veterans with comorbid posttraumatic headache and posttraumatic stress disorder symptoms: a randomized clinical trial. JAMA Neurol. 2022;79(8):746-57. doi: 10.1001/jamaneurol.2022.1567. PMID: 35759281.",2022,Psychotherapy,High,Mixed,Race and Ethnicity data reported,,,193,PTSD
mcgeary2022,1595720,"McGeary, 2022",Self report,PCL,PCL-5,ITT,"Sensitivity model for score differences: GAD-7 score, PHQ-9 score, age, race, years of education, seeking VA disability, receiving disability for PTSD, and seeking disability",Multiple imputation,Generalized linear mixed models,A vs C,0,,,,,,,,,,,,,,,-0.395,0.228,-0.849,0.06,Adjusted MD,Posttreatment,Adjusted,-5.7,Reported,,,-12.2,0.8,,,Unadjusted,-4.6,Reported,,,-10.9,1.7,p=NS,mcgeary2022_Self report_PCL-5_ITT_A vs C_0,"McGeary DD, Resick PA, Penzien DB, et al. Cognitive behavioral therapy for veterans with comorbid posttraumatic headache and posttraumatic stress disorder symptoms: a randomized clinical trial. JAMA Neurol. 2022;79(8):746-57. doi: 10.1001/jamaneurol.2022.1567. PMID: 35759281.",2022,Psychotherapy,High,Mixed,Race and Ethnicity data reported,,,193,PTSD
mcgeary2022,1595720,"McGeary, 2022",Self report,PCL,PCL-5,ITT,"Sensitivity model for score differences: GAD-7 score, PHQ-9 score, age, race, years of education, seeking VA disability, receiving disability for PTSD, and seeking disability",Multiple imputation,Generalized linear mixed models,A vs C,12,,,,,,,,,,,,,,,-0.735,0.247,-1.228,-0.241,Adjusted MD,3 months,Adjusted,-10.7,Reported,,,-17.7,-3.8,,,Unadjusted,-9.3,Reported,,,-16.0,-2.5,p<0.025,mcgeary2022_Self report_PCL-5_ITT_A vs C_12,"McGeary DD, Resick PA, Penzien DB, et al. Cognitive behavioral therapy for veterans with comorbid posttraumatic headache and posttraumatic stress disorder symptoms: a randomized clinical trial. JAMA Neurol. 2022;79(8):746-57. doi: 10.1001/jamaneurol.2022.1567. PMID: 35759281.",2022,Psychotherapy,High,Mixed,Race and Ethnicity data reported,,,193,PTSD
mcgeary2022,1595720,"McGeary, 2022",Self report,PCL,PCL-5,ITT,"Sensitivity model for score differences: GAD-7 score, PHQ-9 score, age, race, years of education, seeking VA disability, receiving disability for PTSD, and seeking disability",Multiple imputation,Generalized linear mixed models,A vs C,26,,,,,,,,,,,,,,,-0.581,0.248,-1.076,-0.085,Adjusted MD,6 months,Adjusted,-8.5,Reported,,,-15.6,-1.4,,,Unadjusted,-9.1,Reported,,,-16.0,-2.2,p<0.025,mcgeary2022_Self report_PCL-5_ITT_A vs C_26,"McGeary DD, Resick PA, Penzien DB, et al. Cognitive behavioral therapy for veterans with comorbid posttraumatic headache and posttraumatic stress disorder symptoms: a randomized clinical trial. JAMA Neurol. 2022;79(8):746-57. doi: 10.1001/jamaneurol.2022.1567. PMID: 35759281.",2022,Psychotherapy,High,Mixed,Race and Ethnicity data reported,,,193,PTSD
mcgeary2022,1595720,"McGeary, 2022",Self report,PCL,PCL-5,ITT,,Multiple imputation,"Generalized linear mixed models; using aggregate of posttreatment timepoints (end of treatment, 3 month followup, 6 month followup)",A vs C,26,,,,,,,,,,,,,,,,,,,,"Multiple imputation; aggregate endpoint (posttreatment, 3-month, and 6-month)",,-5.6,Reported,,,-10.6,-0.6,p=0.04,"No imputation; aggregate endpoint (posttreatment, 3-month, and 6-month)",,-6.5,Reported,,,-12.7,-0.3,p=0.04,mcgeary2022_Self report_PCL-5_ITT_A vs C_26,"McGeary DD, Resick PA, Penzien DB, et al. Cognitive behavioral therapy for veterans with comorbid posttraumatic headache and posttraumatic stress disorder symptoms: a randomized clinical trial. JAMA Neurol. 2022;79(8):746-57. doi: 10.1001/jamaneurol.2022.1567. PMID: 35759281.",2022,Psychotherapy,High,Mixed,Race and Ethnicity data reported,,,193,PTSD
mcgeary2022,1595720,"McGeary, 2022",Self report,PCL,PCL-5,ITT,"Sensitivity model for score differences: GAD-7 score, PHQ-9 score, age, race, years of education, seeking VA disability, receiving disability for PTSD, and seeking disability",Multiple imputation,Generalized linear mixed models,B vs C,0,,,,,,,,,,,,,,,-0.87,0.264,-1.397,-0.343,Adjusted MD,Posttreatment,Adjusted,-12.3,Reported,,,-19.4,-5.1,,,Unadjusted,-9.4,Reported,,,-16.5,-2.4,p<0.025,mcgeary2022_Self report_PCL-5_ITT_B vs C_0,"McGeary DD, Resick PA, Penzien DB, et al. Cognitive behavioral therapy for veterans with comorbid posttraumatic headache and posttraumatic stress disorder symptoms: a randomized clinical trial. JAMA Neurol. 2022;79(8):746-57. doi: 10.1001/jamaneurol.2022.1567. PMID: 35759281.",2022,Psychotherapy,High,Mixed,Race and Ethnicity data reported,,,193,PTSD
mcgeary2022,1595720,"McGeary, 2022",Self report,PCL,PCL-5,ITT,"Sensitivity model for score differences: GAD-7 score, PHQ-9 score, age, race, years of education, seeking VA disability, receiving disability for PTSD, and seeking disability",Multiple imputation,Generalized linear mixed models,B vs C,12,,,,,,,,,,,,,,,-1.007,0.285,-1.577,-0.437,Adjusted MD,3 months,Adjusted,-14.1,Reported,,,-21.6,-6.5,,,Unadjusted,-10.7,Reported,,,-18.1,-3.3,p<0.025,mcgeary2022_Self report_PCL-5_ITT_B vs C_12,"McGeary DD, Resick PA, Penzien DB, et al. Cognitive behavioral therapy for veterans with comorbid posttraumatic headache and posttraumatic stress disorder symptoms: a randomized clinical trial. JAMA Neurol. 2022;79(8):746-57. doi: 10.1001/jamaneurol.2022.1567. PMID: 35759281.",2022,Psychotherapy,High,Mixed,Race and Ethnicity data reported,,,193,PTSD
