id,Title,Authors,Keywords,Published Year,Journal,DOI,States,Cities,Geography Keywords,Citation
897,Trends in Cardiovascular Disease Mortality by County-Level Social Vulnerability Index in the United States,"Terry, K.; Makhlouf, M.; Altarabsheh, S. E.; Deo, V.; Petermann-Rocha, F.; Elgudin, Y.; Nasir, K.; Rajagopalan, S.; Al-Kindi, S.; Deo, S.","svi, social, vulnerability, index, level, study, mortality, disease, age, rates, association, results, counties, county, regression, conclusion, race, black, increased, lower, adjusted, low, result, white, significant, background",2023,Journal of the American Heart Association,10.1161/JAHA.123.030290,NA,NA ,NA,"Terry, K.; Makhlouf, M.; Altarabsheh, S. E.; Deo, V.; Petermann-Rocha, F.; Elgudin, Y.; Nasir, K.; Rajagopalan, S.; Al-Kindi, S.; Deo, S. (2023). Trends in Cardiovascular Disease Mortality by County-Level Social Vulnerability Index in the United States. Journal of the American Heart Association, 12(20). doi:10.1161/JAHA.123.030290"
898,"Impact of Social Vulnerability on Cardiac Arrest Mortality in the United States, 2016 to 2020","Gonuguntla, K.; Chobufo, M. D.; Shaik, A.; Patel, N.; Penmetsa, M.; Sattar, Y.; Thyagaturu, H.; Sama, C.; Alharbi, A.; Chan, P. S.; Balla, S.","social, vulnerability, health, index, level, study, data, mortality, status, disease, age, rates, results, counties, compared, county, socioeconomic, conclusion, race, black, increased, based, lower, population, adjusted, low, result, white, background",2024,Journal of the American Heart Association,10.1161/JAHA.123.033411,NA,NA ,NA,"Gonuguntla, K.; Chobufo, M. D.; Shaik, A.; Patel, N.; Penmetsa, M.; Sattar, Y.; Thyagaturu, H.; Sama, C.; Alharbi, A.; Chan, P. S.; Balla, S. (2024). Impact of Social Vulnerability on Cardiac Arrest Mortality in the United States, 2016 to 2020. Journal of the American Heart Association, 13(9). doi:10.1161/JAHA.123.033411"
899,Peripartum Cardiomyopathy and Social Vulnerability: An Epidemiological Analysis of Mortality Outcomes,"Shahid, M.; Ibrahim, R.; Ulhaque, T.; Nhat, H.; Sainbayar, E.; Lee, K.; Mamas, M. A.","svi, social, vulnerability, index, level, data, outcomes, mortality, factors, age, rates, results, counties, compared, disparities, county, regression, analysis, census, conclusion, black, increased, population, adjusted, low, related, result, white, background",2024,Journal of the American Heart Association,10.1161/JAHA.124.034825,NA,NA ,NA,"Shahid, M.; Ibrahim, R.; Ulhaque, T.; Nhat, H.; Sainbayar, E.; Lee, K.; Mamas, M. A. (2024). Peripartum Cardiomyopathy and Social Vulnerability: An Epidemiological Analysis of Mortality Outcomes. Journal of the American Heart Association, 13(21) (no pagination). doi:https://dx.doi.org/10.1161/JAHA.124.034825"
900,Correlation of Social Vulnerability Index and Stroke Patient Social Needs,"Rissier, B.; Ido, M. S.","svi, social, patients, vulnerability, health, index, level, study, data, care, outcomes, status, disease, socioeconomic, census, patient, conclusion, related, result, significant",2024,Stroke. Conference: American Stroke Association's,10.1161/str.55.suppl_1.TP227,Georgia,NA ,NA,"Rissier, B.; Ido, M. S. (2024). Correlation of Social Vulnerability Index and Stroke Patient Social Needs. Stroke. Conference: American Stroke Association's, 55(Supplement 1). doi:https://dx.doi.org/10.1161/str.55.suppl_1.TP227"
901,Neighborhood Social Vulnerability is Associated With Lower Frequency of Stroke Scale Assessment Among Patients With Suspected Stroke,"Misra, A. J.; Goldberg, S. A.; Zachrison, K. S.; Crowe, R. P.; Cash, R. E.","svi, social, patients, vulnerability, health, index, level, data, care, outcomes, age, vulnerable, compared, socioeconomic, regression, patient, odds, conclusion, based, lower, included, low, result",2024,Stroke. Conference: American Stroke Association's,10.1161/str.55.suppl_1.WMP41,NA,NA ,NA,"Misra, A. J.; Goldberg, S. A.; Zachrison, K. S.; Crowe, R. P.; Cash, R. E. (2024). Neighborhood Social Vulnerability is Associated With Lower Frequency of Stroke Scale Assessment Among Patients With Suspected Stroke. Stroke. Conference: American Stroke Association's, 55(Supplement 1). doi:https://dx.doi.org/10.1161/str.55.suppl_1.WMP41"
902,"Comparison of Demographic and Clinical Characteristics and the CDC Social Vulnerability Index Among Medicare Beneficiaries Hospitalized With Acute Ischemic Stroke, April 2020 - December 2021","Tong, X.; Kuklina, E. V.; Merritt, R. K.","svi, social, patients, vulnerability, health, index, data, care, outcomes, factors, disease, age, covid, compared, disparities, patient, conclusion, black, hispanic, low, result, significant",2024,Stroke. Conference: American Stroke Association's,10.1161/str.55.suppl_1.WMP60,NA,NA ,NA,"Tong, X.; Kuklina, E. V.; Merritt, R. K. (2024). Comparison of Demographic and Clinical Characteristics and the CDC Social Vulnerability Index Among Medicare Beneficiaries Hospitalized With Acute Ischemic Stroke, April 2020 - December 2021. Stroke. Conference: American Stroke Association's, 55(Supplement 1). doi:https://dx.doi.org/10.1161/str.55.suppl_1.WMP60"
903,Mapping the Ecological Terrain of Stroke Prehospital Delay: A Nationwide Registry Study,"Dhand, A.; Reeves, M. J.; Mu, Y.; Rosner, B. A.; Rothfeld-Wehrwein, Z. R.; Nieves, A.; Dhongade, V. A.; Jarman, M.; Bergmark, R. W.; Semco, R. S.; Ader, J.; Marshall, B. D. L.; Goedel, W. C.; Fonarow, G. C.; Smith, E. E.; Saver, J. L.; Schwamm, L. H.; Sheth, K. N.","svi, social, patients, vulnerability, health, index, level, study, factors, status, age, association, vulnerable, socioeconomic, patient, conclusion, increased, lower, population, access, adjusted, low, result, background",2024,Stroke,10.1161/STROKEAHA.123.045521,NA,NA ,NA,"Dhand, A.; Reeves, M. J.; Mu, Y.; Rosner, B. A.; Rothfeld-Wehrwein, Z. R.; Nieves, A.; Dhongade, V. A.; Jarman, M.; Bergmark, R. W.; Semco, R. S.; Ader, J.; Marshall, B. D. L.; Goedel, W. C.; Fonarow, G. C.; Smith, E. E.; Saver, J. L.; Schwamm, L. H.; Sheth, K. N. (2024). Mapping the Ecological Terrain of Stroke Prehospital Delay: A Nationwide Registry Study. Stroke, 55(6), 1507-1516. doi:https://dx.doi.org/10.1161/STROKEAHA.123.045521"
904,Assessing Disparities in Access to Advanced Stroke Care in Four Northeastern States Using the Social Vulnerability Index,"Isenberg, Derek L.; Isenberg, Raluca; Henry, Kevin A.; Kraus, Chadd K.; Ackerman, Daniel; Sigal, Adam; Herres, Joseph; Brandler, Ethan S.; Kuc, Alexander; Nomura, Jason T.; Cooney, Derek R.; Gentile, Nina T.","svi, social, patients, vulnerability, health, index, study, data, care, status, disease, age, results, vulnerable, compared, disparities, census, patient, conclusion, based, population, access, included, result, significant, background",2023,Stroke : Vascular and Interventional Neurology,10.1161/SVIN.122.000684,"New York,New Jersey,Pennsylvania,Delaware",NA ,NA,"Isenberg, Derek L.; Isenberg, Raluca; Henry, Kevin A.; Kraus, Chadd K.; Ackerman, Daniel; Sigal, Adam; Herres, Joseph; Brandler, Ethan S.; Kuc, Alexander; Nomura, Jason T.; Cooney, Derek R.; Gentile, Nina T. (2023). Assessing Disparities in Access to Advanced Stroke Care in 4 Northeastern States Using the Social Vulnerability Index. Stroke : Vascular and Interventional Neurology, 3(3). doi:https://doi.org/10.1161/SVIN.122.000684"
905,The Legacy of Redlining: Increasing Childhood Asthma Disparities through Neighborhood Poverty,"Ryan, P. H.; Zanobetti, A.; Coull, B. A.; Andrews, H.; Bacharier, L. B.; Bailey, D.; Beamer, P. I.; Blossom, J.; Brokamp, C.; Datta, S.; Hartert, T.; Hershey, G. K. K.; Jackson, D. J.; Johnson, C. C.; Joseph, C.; Kahn, J.; Lothrop, N.; Louisias, M.; Luttmann-Gibson, H.; Martinez, F. D.; Mendonc, E. A.; Miller, R. L.; Ownby, D.; Ramratnam, S.; Seroogy, C. M.; Visness, C. M.; Wright, A. L.; Zoratti, E. M.; Gern, J. E.; Gold, D. R.","social, vulnerability, health, index, level, risk, age, results, disparities, socioeconomic, analysis, census, odds, conclusion, increased, adjusted, low, result, significant",2024,American Journal of Respiratory and Critical Care Medicine,10.1164/rccm.202309-1702OC,NA,NA ,NA,"Ryan, P. H.; Zanobetti, A.; Coull, B. A.; Andrews, H.; Bacharier, L. B.; Bailey, D.; Beamer, P. I.; Blossom, J.; Brokamp, C.; Datta, S.; Hartert, T.; Hershey, G. K. K.; Jackson, D. J.; Johnson, C. C.; Joseph, C.; Kahn, J.; Lothrop, N.; Louisias, M.; Luttmann-Gibson, H.; Martinez, F. D.; Mendonc, E. A.; Miller, R. L.; Ownby, D.; Ramratnam, S.; Seroogy, C. M.; Visness, C. M.; Wright, A. L.; Zoratti, E. M.; Gern, J. E.; Gold, D. R. (2024). The Legacy of Redlining: Increasing Childhood Asthma Disparities through Neighborhood Poverty. American Journal of Respiratory and Critical Care Medicine, 210(10), 1201-1209. doi:https://dx.doi.org/10.1164/rccm.202309-1702OC"
906,Barriers and Facilitators to Ophthalmology Visit Adherence in an Urban Hospital Setting,"Scanzera, A. C.; Sherrod, R. M.; Potharazu, A. V.; Nguyen, D.; Beversluis, C.; Karnik, N. S.; Chan, R. V. P.; Kim, S. J.; Krishnan, J. A.; Musick, H.","svi, social, patients, vulnerability, health, index, level, care, association, results, analysis, patient, conclusion, based, access, related, result, significant",2023,Translational Vision Science and Technology,10.1167/tvst.12.10.11,Illinois,Chicago,NA,"Scanzera, A. C.; Sherrod, R. M.; Potharazu, A. V.; Nguyen, D.; Beversluis, C.; Karnik, N. S.; Chan, R. V. P.; Kim, S. J.; Krishnan, J. A.; Musick, H. (2023). Barriers and Facilitators to Ophthalmology Visit Adherence in an Urban Hospital Setting. Translational Vision Science and Technology, 12(10). doi:10.1167/tvst.12.10.11"
907,Factors Influencing Eye Screening Adherence Among Latinx Patients With Diabetes: A Qualitative Study,"Pelayo, C.; Pinza³n, M. M.; Lock, L. J.; Fowlkes, C.; Stevens, C. L.; Hoang, J.; Garcia, J. L.; Jacobson, N. A.; Channa, R.; Liu, Y.","social, patients, health, level, care, factors, status, age, rates, results, disparities, county, patient, conclusion, population, included, low, result",2023,Translational Vision Science and Technology,10.1167/tvst.12.12.8,NA,NA ,NA,"Pelayo, C.; Pinza³n, M. M.; Lock, L. J.; Fowlkes, C.; Stevens, C. L.; Hoang, J.; Garcia, J. L.; Jacobson, N. A.; Channa, R.; Liu, Y. (2023). Factors Influencing Eye Screening Adherence Among Latinx Patients With Diabetes: A Qualitative Study. Translational Vision Science and Technology, 12(12). doi:10.1167/tvst.12.12.8"
908,Revising NCEI's climate extremes index and the CDC's social vulnerability index to analyze climate extremes vulnerability across the United States,"Pauline, E. L.; Knox, J. A.; Seymour, L.; Grundstein, A. J.",extreme weather; climate; climate extremes index; social vulnerability index; abnormal,2021,Bulletin of the American Meteorological Society,10.1175/BAMS-D-19-0358.1,NA,NA,State,"Pauline, E. L., Knox, J. A., Seymour, L., & Grundstein, A. J. (2021). Revising NCEI's Climate Extremes Index and the CDC's Social Vulnerability Index to Analyze Climate Extremes Vulnerability across the United States. Bulletin of the American Meteorological Society, 102(1), E84-E98. https://doi.org/10.1175/bams-d-19-0358.1"
909,"Assessment of nws county warning area tornado risk, exposure, and vulnerability","Strader, S. M.; Haberlie, A. M.; Loitz, A. G.",Emergency preparedness; Operational forecasting; Risk assessment; Societal impacts; Tornadoes,2021,"Weather, Climate, and Society",10.1175/WCAS-D-20-0107.1,NA,NA,County Rural,"Strader, S. M., Haberlie, A. M., & Loitz, A. G. (2021). Assessment of NWS County Warning Area Tornado Risk, Exposure, and Vulnerability. Weather, Climate, and Society, 13(2), 189-209. https://doi.org/10.1175/wcas-d-20-0107.1"
910,"Predictors of Evacuation Rates during Hurricane Laura: Weather Forecasts, Twitter, and COVID-19","Brower, A. E.; Corpuz, B.; Ramesh, B.; Zaitchik, B.; Gohlke, J. M.; Swarup, S.","social, vulnerability, index, data, disease, age, covid, rates, census, based, lower, low",2023,"Weather, Climate, and Society",10.1175/WCAS-D-22-0006.1,NA,NA ,NA,"Brower, A. E.; Corpuz, B.; Ramesh, B.; Zaitchik, B.; Gohlke, J. M.; Swarup, S. (2023). Predictors of Evacuation Rates during Hurricane Laura: Weather Forecasts, Twitter, and COVID-19. Weather, Climate, and Society, 15(1), 177-193. doi:10.1175/WCAS-D-22-0006.1"
911,Future Heavy Rainfall and Flood Risks for Native Americans under Climate and Demographic Changes: A Case Study in Oklahoma,"Li, Z.; Tsoodle, T.; Chen, M.; Gao, S.; Zhang, J.; Wen, Y.; Yang, T.; King, F.; Hong, Y.","vulnerability, study, risk, vulnerable, based, population, related, result",2024,"Weather, Climate, and Society",10.1175/WCAS-D-23-0005.1,Oklahoma,NA ,NA,"Li, Z.; Tsoodle, T.; Chen, M.; Gao, S.; Zhang, J.; Wen, Y.; Yang, T.; King, F.; Hong, Y. (2024). Future Heavy Rainfall and Flood Risks for Native Americans under Climate and Demographic Changes: A Case Study in Oklahoma. Weather, Climate, and Society, 16(1), 143-154. doi:10.1175/WCAS-D-23-0005.1"
912,Improving the Management of Maternal Mental Health with Digital Health Care,"Guille, Constance; Henrich, Natalie; Brinson, Alison K.; Jahnke, Hannah R.","health, study, care, risk, outcomes, age, results, analysis, odds, conclusion, increased, based, access, result",2024,Psychiatric Research & Clinical Practice,10.1176/appi.prcp.20230035,NA,NA ,NA,"Guille, Constance; Henrich, Natalie; Brinson, Alison K.; Jahnke, Hannah R. (2024). Improving the Management of Maternal Mental Health with Digital Health Care. Psychiatric Research & Clinical Practice, 6(1), 23-32. doi:https://doi.org/10.1176/appi.prcp.20230035"
913,Racial Disparities in Clozapine Prescription Patterns Among Patients With Schizophrenia,"Barry, S.; Jarskog, L. F.; Xia, K.; Torpunuri, R. S.; Wu, X.; Zeng, X.","svi, social, patients, vulnerability, health, index, study, data, care, factors, status, age, rates, results, compared, regression, analysis, patient, conclusion, race, black, increased, lower, access, low, result, white, significant",2024,"Psychiatric services (Washington, D.C.)",10.1176/appi.ps.20230226,NA,NA ,NA,"Barry, S.; Jarskog, L. F.; Xia, K.; Torpunuri, R. S.; Wu, X.; Zeng, X. (2024). Racial Disparities in Clozapine Prescription Patterns Among Patients With Schizophrenia. Psychiatric services (Washington, D.C.), 75(8), 733-739. doi:https://dx.doi.org/10.1176/appi.ps.20230226"
914,Roles of Hospital Type and Community Setting in Rate of Screening for Metabolic Disorders Among Psychiatric Patients,"Cohen, A. S.; Cardenas-Turanzas, M.; Champagne-Langabeer, T.","social, patients, vulnerability, level, study, data, care, risk, mortality, factors, disease, rates, association, results, county, regression, patient, conclusion, access, included, result, significant",2024,Psychiatric Services,10.1176/appi.ps.20230472,NA,NA ,NA,"Cohen, A. S.; Cardenas-Turanzas, M.; Champagne-Langabeer, T. (2024). Roles of Hospital Type and Community Setting in Rate of Screening for Metabolic Disorders Among Psychiatric Patients. Psychiatric Services, 75(8), 763-769. doi:https://dx.doi.org/10.1176/appi.ps.20230472"
915,Disproportionate Impact of COVID-19 Pandemic on Racial and Ethnic Minorities,"Boserup, B.; McKenney, M.; Elkbuli, A.",COVID-19; health disparities; racial disparities; social determinants of health,2020,American Surgeon,10.1177/0003134820973356,NA,NA,County State,"Boserup, B., McKenney, M., & Elkbuli, A. (2020). Disproportionate Impact of COVID-19 Pandemic on Racial and Ethnic Minorities. The American Surgeon, 86(12), 1615-1622. https://doi.org/10.1177/0003134820973356"
