Report Year,Agency Name,Data Set Title,Data Set Description,Update Frequency,Planned Release Date,Date Status,Agency Comment
2020,Department of Citywide Administrative Services (DCAS),Workforce Profile Report,A broad overview of the employment status and demographic makeup of employees across NYC agencies,Annually,12/31/2021,New,
2020,Department of Citywide Administrative Services (DCAS),Combined Heat and Power Report,An inventory of all City facilities with peak demand of >500kW that are able to adopt Combined Heat and Power/Distributed Generation as a form of on-site power generation capability.,Every 5 years,12/31/2023,New,
2020,Department of Consumer and Worker Protection (DCWP),Action Taken Against Process Servers,"A report of  the suspension, revocation, denial of renewal of license, and the issuance of penalties against licensed process servers, and the reason.",Monthly,12/31/2020,New,
2020,Department of Consumer and Worker Protection (DCWP),DCA Visiting Inspector Program (VIP),List of all inspections conducted by DCA and their results as part of Visiting Inspector Program,Monthly,12/31/2020,New,
2020,Department of Consumer and Worker Protection (DCWP),Labor Policy and Standards Enforcement Matters,Enforcement matters taken up by DCA's Office of Labor Policy and Standards on behalf of New York City workers.,Monthly,12/31/2020,New,
2020,Department of Consumer and Worker Protection (DCWP),NYC Mobile Services Study,An online data visualization and exploration tool for mobile financial usage patterns of low and middle income New Yorkers.,Historical Data,12/31/2020,New,
2020,Department of Correction (DOC),Alternative Housing Unit Waiting List Report,Information on individuals awaiting restrictive housing placement,Bi-Monthly,09/18/2021,New,DOC will provide these reports in dataset format on the aggregate-level.
2020,Department of Correction (DOC),Educational Programming for Adolescents and Young Adults Report,Information pertaining to adolescents and young adults located in a Department of Education facility that offers educational programming to incarcerated individuals,Annually,09/24/2021,New,DOC will provide these reports in dataset format on the aggregate-level.
2020,Department of Correction (DOC),Punitive Segregation Report,Information pertaining to punitive and restrictive housing,Quarterly,10/20/2021,New,DOC will provide these reports in dataset format on the aggregate-level.
2020,Department of Correction (DOC),Security Indicators Report,Information pertaining to use of force and violent incidents,Monthly,10/20/2021,New,DOC will provide these reports in dataset format on the aggregate-level.
2020,Department of Correction (DOC),DOC at a Glance Report,"Information pertaining to population, admissions, and discharges",Quarterly,10/30/2021,New,DOC will provide these reports in dataset format on the aggregate-level.
2020,Department of Correction (DOC),Visitation Report,Information pertaining to visitation statistics and denials,Quarterly,10/30/2021,New,DOC will provide these reports in dataset format on the aggregate-level.
2020,Department of Correction (DOC),Medical Non-Production Report,Information pertaining to medical non-production,Monthly,10/31/2021,New,DOC will provide these reports in dataset format on the aggregate-level.
2020,Department of Correction (DOC),730 Waitlist Report,Information on individuals deemed unfit to proceed in court,Quarterly,11/14/2021,New,DOC will provide these reports in dataset format on the aggregate-level.
2020,Department of Correction (DOC),Grievance Report,"Information pertaining to grievances filed, types, and outcomes",Quarterly,11/14/2021,New,DOC will provide these reports in dataset format on the aggregate-level.
2020,Department of Correction (DOC),Population Demographics Report,Information pertaining to demographics,Quarterly,11/14/2021,New,DOC will provide these reports in dataset format on the aggregate-level.
2020,Department of Correction (DOC),Security Indicators Report,Information pertaining to use of force and violent incidents,Quarterly,11/14/2021,New,DOC will provide these reports in dataset format on the aggregate-level.
2020,Department of Correction (DOC),Emergency Lock-In Report,Information pertaining to emergency lock-ins,Quarterly,11/29/2021,New,DOC will provide these reports in dataset format on the aggregate-level.
2020,Department of Correction (DOC),Special Consideration Unit Report,"Information pertaining to applications for housing made by transgender, gender non-binary, and intersex individuals",Biannually,01/01/2022,New,DOC will provide these reports in dataset format on the aggregate-level.
2020,Department of Correction (DOC),Civilianization Report,Information pertaining to civilian titles and salaries,Biannually,01/15/2022,New,DOC will provide these reports in dataset format on the aggregate-level.
2020,Department of Correction (DOC),Nursery Report,Information on children in Rikers Island nurseries,Annually,01/30/2022,New,DOC will provide these reports in dataset format on the aggregate-level.
2020,Department of Correction (DOC),Mentally Ill Incarcerated Individuals and Recidivism Report,Information pertaining to mentally ill individuals and recidivism,Annually,03/31/2022,New,DOC will provide these reports in dataset format on the aggregate-level.
2020,Department of Correction (DOC),Sexual Abuse Allegations and Incidents Report,Information pertaining to sexual abuse allegations and incidents in incarcerated people and staff,Annually,07/01/2022,New,DOC will provide these reports in dataset format on the aggregate-level.
2020,Department of Design and Construction (DDC),Closed RFQ,List of Closed Requests for Qualification (RFQ) for Contractor Qualification,As Needed,10/31/2020,New,
2020,Department of Design and Construction (DDC),Open RFQ,List of Open Requests for Qualification (RFQ) for Contractor Qualification,As Needed,10/31/2020,New,
2020,Department of Design and Construction (DDC),PQL,List of Pre-qualified Contractors,As Needed,10/31/2020,New,
2020,Department of Finance (DOF),Rent Freeze Program Report,"The New York City Rent Freeze program is comprised of the Senior Citizen Rent Increase Exemption (SCRIE) and the Disability Rent Increase Exemption (DRIE). The program assists low income seniors and people with disabilities who reside in rent-regulated apartments or apartments subject to the Private Housing Finance Law. The SCRIE and DRIE benefits freeze recipients’ rent and protect them from future increases. As housing costs continue to rise citywide, the Rent Freeze program helps New Yorkers remain in their homes.",Biennially,06/30/2021,New,
2020,Department of Finance (DOF),Parking Garage Tax,"Amount of parking garage tax paid by all NYC parking garage companies (e.g., ICON, ParkIt, ProPark, QuickPark, MPG, etc.) based on monthly filings. Amount is total collected, not broken down by company.",Annually,12/31/2021,New,
2020,Department of Health and Mental Hygiene (DOHMH),"Child Health, Emotional Wellness, and Development Survey (CHEWS)",Survey of NYC Children ages 0-12 and 0-13 conducted by  interviewing adults in their households,Annually,12/31/2020,No Change,
2020,Department of Health and Mental Hygiene (DOHMH),Complaint Data on unsafe construction practices in common areas,Complaint data on unsafe construction practices in common areas,Annually,12/31/2020,No Change,
2020,Department of Health and Mental Hygiene (DOHMH),Cooling Towers,Inspection data for cooling towers,Annually,12/31/2020,No Change,
2020,Department of Health and Mental Hygiene (DOHMH),COVID 19 Milestones,"Data monitoring key public health signs to determine when certain social (physical) distancing restrictions will be lifted for people who are not at high risk for serious complications of COVID-19. Indicators being measured include hospital admissions, critical care capacity, and positive test rates.",To Be Determined,12/31/2020,New,
2020,Department of Health and Mental Hygiene (DOHMH),Heart Follow-Up Study (HFUS),Survey and biometric data collection about Sodium,Annually,12/31/2020,No Change,
2020,Department of Health and Mental Hygiene (DOHMH),NYC Health Opinion Poll (HOP),Opinions and attitudes of adult New Yorkers about health related issues,Annually,12/31/2020,No Change,
