id labor	Valdkond	VK sort	Paneel	P kood	Analüüsi nimetus	A kood	Kehtiv	Kehtiv lõpp	Tellitav	Vahendatav	T lühend	Kasutatav nimetus	T Nimetus	Vastuskood	T Ühik	Labor ühik	Seade	Diagnostikumi_tootja	Sort	Risttabel	id algandmed	Loinc #	Component	Property	Time Aspects	System	Scale	Method	Ex UCUM Units	Ex Units	%99+ Common Tests	Class	Long Common Name	Short Name	Type	Order/Obs	Doc/Section	Ext
746	VIR	20			HSV1,2 IgM	HSV1_2_IGM-TST	JAH		JAH	EI	S,P-HSV1,2 IgM	HSV1,2 IgM	Lihtherpeseviiruse 1. ja 2. tüübi vastane IgM seerumis/plasmas	N/Pp/P					79	JAH	3976	41149-6	Herpes simplex virus 1+2 Ab.IgM	ACnc	Pt	Ser	Ord				2	MICRO	Herpes simplex virus 1+2 IgM Ab [Presence] in Serum	HSV1+2 IgM Ser Ql	1	Both		9,6445
1940	VIR	20			Herpes simplex viiruse 1,2 IgM	S-HSV1_2-IGM-AK	EI	2025-05-14	JAH	EI	S,P-HSV1,2 IgM QN	HSV1,2 IgM QN	Lihtherpeseviiruse 1. ja 2. tüübi vastase IgM hulk seerumis/plasmas	QN	kU/L	kU/L			80	JAH	1983	41399-7	Herpes simplex virus 1+2 Ab.IgM	ACnc	Pt	Ser	Qn	EIA			0,0013%	MICRO	Herpes simplex virus 1+2 IgM Ab [Units/volume] in Serum by Immunoassay	HSV1+2 IgM Ser EIA-aCnc	1	Both		
2122	VIR	20			HSV1,2 IgG QN liikvoris	HSV1_2_IGG_CSF-TST	EI	2025-12-03	JAH	JAH	CSF-HSV1,2 IgG QN	HSV1,2 IgG QN liikvoris	Lihtherpeseviiruse 1. ja 2. tüübi vastase IgG hulk liikvoris	QN	kU/L	kU/L			84	JAH	5067	A-5067																
2594	VIR	20			HSV1,2 IgG indeks	HSV1_2_IGG_IND-TST	JAH		JAH	JAH	CSF-S-HSV1,2 IgG-ind	HSV1,2 IgG indeks	Lihtherpeseviiruse 1. ja 2. tüübi vastase IgG indeks	QN					85	JAH	5059	13249-8	Herpes simplex virus 1+2 Ab.IgG	ACnc	Pt	CSF	Qn		{Index_val}	Index Value		MICRO	Herpes simplex virus 1+2 IgG Ab [Units/volume] in Cerebral spinal fluid	HSV1+2 IgG CSF-aCnc	1	Both		10,18
747	VIR	20	HSV1, HSV2, VZV DNA paneel; Meningiiditekitajate DNA/RNA paneel; STLI DNA haavandi paneel	HSV1_2_VZV_DNA-X-PNL; MENING_PAT_DNA_RNA-X-PNL; STDI_DNA_ULC-X-PNL	HSV1 DNA	HSV1_DNA-TST	JAH		EI	EI	XXX-HSV1 DNA	HSV1 DNA	Lihtherpeseviiruse 1. tüübi DNA	N/P					86	JAH	1609	16130-7	Herpes simplex virus 1 DNA	ACnc	Pt	XXX	Ord	Probe.amp.tar			0,0022%	MICRO	Herpes simplex virus 1 DNA [Presence] in Unspecified specimen by Probe & target amplification method	HSV1 DNA XXX Ql PCR	1	Both		
748	VIR	20			HSV1 IgG	HSV1_IGG-TST	JAH		JAH	EI	S,P-HSV1 IgG	HSV1 IgG	Lihtherpeseviiruse 1. tüübi vastane IgG seerumis/plasmas	N/Pp/P					92	JAH	607	51916-5	Herpes simplex virus 1 Ab.IgG	ACnc	Pt	Ser	Ord	EIA				MICRO	Herpes simplex virus 1 IgG Ab [Presence] in Serum by Immunoassay	HSV1 IgG Ser Ql EIA	1	Both		
1941	VIR	20			Herpes simplex viiruse 1 IgG	S-HSV1-IGG-AK	EI	2025-05-14	JAH	EI	S,P-HSV1 IgG QN	HSV1 IgG QN	Lihtherpeseviiruse 1. tüübi vastase IgG hulk seerumis/plasmas	QN	kU/L	kU/L			93	JAH	4162	7909-5	Herpes simplex virus 1 Ab.IgG	ACnc	Pt	Ser	Qn				3	MICRO	Herpes simplex virus 1 IgG Ab [Units/volume] in Serum	HSV1 IgG Ser-aCnc	1	Both		10,4517
749	VIR	20	HSV1, HSV2, VZV DNA paneel; Meningiiditekitajate DNA/RNA paneel; STLI DNA haavandi paneel	HSV1_2_VZV_DNA-X-PNL; MENING_PAT_DNA_RNA-X-PNL; STDI_DNA_ULC-X-PNL	HSV2 DNA	HSV2_DNA-TST	JAH		EI	EI	XXX-HSV2 DNA	HSV2 DNA	Lihtherpeseviiruse 2. tüübi DNA	N/P					98	JAH	1610	16131-5	Herpes simplex virus 2 DNA	ACnc	Pt	XXX	Ord	Probe.amp.tar			0,0089%	MICRO	Herpes simplex virus 2 DNA [Presence] in Unspecified specimen by Probe & target amplification method	HSV2 DNA XXX Ql PCR	1	Both		
750	VIR	20			HSV2 IgG	HSV2_IGG-TST	JAH		JAH	EI	S,P-HSV2 IgG	HSV2 IgG	Lihtherpeseviiruse 2. tüübi vastane IgG seerumis/plasmas	N/Pp/P					104	JAH	612	43180-9	Herpes simplex virus 2 Ab.IgG	ACnc	Pt	Ser	Ord	EIA				MICRO	Herpes simplex virus 2 IgG Ab [Presence] in Serum by Immunoassay	HSV2 IgG Ser Ql EIA	1	Both		
1942	VIR	20			Herpes simplex viiruse 2 IgG	S-HSV2-IGG-AK	EI	2025-05-14	JAH	EI	S,P-HSV2 IgG QN	HSV2 IgG QN	Lihtherpeseviiruse 2. tüübi vastase IgG hulk seerumis/plasmas	QN	kU/L	kU/L			105	JAH	4161	7912-9	Herpes simplex virus 2 Ab.IgG	ACnc	Pt	Ser	Qn				3	MICRO	Herpes simplex virus 2 IgG Ab [Units/volume] in Serum	HSV2 IgG Ser-aCnc	1	Both		11,0177
751	VIR	20	Meningiiditekitajate DNA/RNA paneel	MENING_PAT_DNA_RNA-X-PNL	VZV DNA	VZV_DNA-TST	JAH		EI	EI	XXX-VZV DNA	VZV DNA	Tuulerõugeviiruse DNA	N/P					110	JAH	2511	11483-5	Varicella zoster virus DNA	ACnc	Pt	XXX	Ord	Probe.amp.tar				MICRO	Varicella zoster virus DNA [Presence] in Unspecified specimen by Probe & target amplification method	VZV DNA XXX Ql PCR	1	Both		23,2617
1332	VIR	20			Varicella zoster viiruse IgA	S-VZV_IGA	EI	2021-10-03	EI	JAH	S,P-VZV IgA	VZV IgA	Tuulerõugeviiruse vastane IgA seerumis/plasmas	N/Pp/P					111	JAH	4185	A-4185																
1955	VIR	20			VZV IgA QN	VZV_IGA-TST	JAH		JAH	JAH	S,P-VZV IgA QN	VZV IgA QN	Tuulerõugeviiruse vastase IgA hulk seerumis/plasmas	QN	U/L	U/L			112	JAH	4497	A-4497																
752	VIR	20			VZV IgM	VZV_IGM-TST	JAH		JAH	EI	S,P-VZV IgM	VZV IgM	Tuulerõugeviiruse vastane IgM seerumis/plasmas	N/Pp/P					113	JAH	700	29662-4	Varicella zoster virus Ab.IgM	ACnc	Pt	Ser	Ord	EIA				MICRO	Varicella zoster virus IgM Ab [Presence] in Serum by Immunoassay	VZV IgM Ser Ql EIA	1	Both		
1943	VIR	20			Varicella zoster viiruse IgM	S-VZV_IGM-AK	EI	2025-05-14	JAH	EI	S,P-VZV IgM QN	VZV IgM QN	Tuulerõugeviiruse vastase IgM hulk seerumis/plasmas	QN	kU/L	kU/L			114	JAH	2045	5404-9	Varicella zoster virus Ab.IgM	ACnc	Pt	Ser	Qn	EIA				MICRO	Varicella zoster virus IgM Ab [Units/volume] in Serum by Immunoassay	VZV IgM Ser EIA-aCnc	1	Both		
753	VIR	20			Varicella zoster viiruse IgG	S-VZV_IGG	EI	2021-10-03	EI	EI	S,P-VZV IgG	VZV IgG	Tuulerõugeviiruse vastane IgG seerumis/plasmas	N/Pp/P			Liaison XL		116	JAH	702	15410-4	Varicella zoster virus Ab.IgG	ACnc	Pt	Ser	Ord	EIA			0,00%	MICRO	Varicella zoster virus IgG Ab [Presence] in Serum by Immunoassay	VZV IgG Ser Ql EIA	1	Both		
1910	VIR	20	Last sooviva naise nakkushaiguste pakett	MOTHER_TO_BE_INF-X-PNL	VZV IgG QN	VZV_IGG-TST	JAH		JAH	EI	S,P-VZV IgG QN	VZV IgG QN	Tuulerõugeviiruse vastase IgG hulk seerumis/plasmas	QN	U/L	U/L			117	JAH	2044	5403-1	Varicella zoster virus Ab.IgG	ACnc	Pt	Ser	Qn	EIA		ACU/mL; EIA Index	0,0023%	MICRO	Varicella zoster virus IgG Ab [Units/volume] in Serum by Immunoassay	VZV IgG Ser EIA-aCnc	1	Both		
2121	VIR	20			VZV IgG liikvoris (kvantitatiivne)	CSF-VZV_IGG-KVANT-MT	EI	2025-05-13	JAH	JAH	CSF-VZV IgG QN	VZV IgG QN liikvoris	VZV vastase IgG hulk liikvoris	QN	kU/L	kU/L			119	JAH	5477	17764-2	Varicella zoster virus Ab.IgG	ACnc	Pt	CSF	Qn					MICRO	Varicella zoster virus IgG Ab [Units/volume] in Cerebral spinal fluid	VZV IgG CSF-aCnc	1	Both		
2047	VIR	20			VZV IgG indeks	VZV_IGG_IND-TST	JAH		JAH	JAH	CSF-S-VZV IgG-ind	VZV IgG indeks	Tuulerõugeviiruse vastase IgG indeks	QN					120	JAH	3015	96961-8	Varicella zoster virus Ab.IgG Index	ACnc	Pt	Ser+CSF	Qn		{Index_val}	Index		MICRO	Varicella zoster virus IgG Ab index [Units/volume] in Serum and CSF	VZV IgG Index Ser+CSF-aCnc	1	Both		
754	VIR	20			EBV DNA	EBV_DNA-TST	JAH		JAH	JAH	XXX-EBV DNA	EBV DNA	Epstein-Barr viiruse DNA	N/P					122	JAH	544	5005-4	Epstein Barr virus DNA	ACnc	Pt	XXX	Ord	Probe.amp.tar				MICRO	Epstein Barr virus DNA [Presence] in Unspecified specimen by Probe & target amplification method	EBV DNA XXX Ql PCR	1	Both		
2315	VIR	20			EBV DNA QN	EBA_DNA_QN-TST	JAH		JAH	JAH	XXX-EBV DNA QN (c/mL)	EBV DNA QN (c/mL)	Epstein-Barr viiruse DNA hulk (copies/mL)	QN	copies/mL	copies/mL			124	JAH	541	32585-2	Epstein Barr virus DNA	NCnc	Pt	XXX	Qn	Probe.amp.tar	{copies}/mL	copies; copies/mL	1467	MICRO	Epstein Barr virus DNA [#/volume] (viral load) in Unspecified specimen by Probe and target amplification method	EBV DNA # XXX PCR	1	Both		19,755
755	VIR	20			EBV Ab paneel	EBV_AB-X-PNL	JAH		JAH	EI	S,P-EBV Ab panel	EBV Ab paneel	Epstein-Barr viiruse vastased antikehad seerumis/plasmas (paneel)	Paneel					125	JAH	3272	L-3272																
2137	VIR	20			EBV IgG aviidsus ja immunoblot paneel	EBV_IGG_AVD_IB-X-PNL	JAH		JAH	JAH	S,P-EBV IgG panel	EBV IgG paneel	Epstein-Barr viiruse vastane IgG seerumis/plasmas (paneel)	Paneel					127	JAH	1903	L-1903																
756	VIR	20	EBV Ab paneel; Noorsportlane Pluss pakett	EBV_AB-X-PNL; JUNIOR_ATHLETE_PLUS-X-PNL	EBV VCA IgM QN	EBV_VCA_IGM-TST	JAH		EI	EI	S,P-EBV VCA IgM QN	EBV VCA IgM QN	Epstein-Barr viiruse kapsiidi antigeeni vastase IgM hulk seerumis/plasmas	QN	kU/L	kU/L			129	JAH	3869	7886-5	Epstein Barr virus capsid Ab.IgM	ACnc	Pt	Ser	Qn		[arb'U]/mL	arb U/mL	13	MICRO	Epstein Barr virus capsid IgM Ab [Units/volume] in Serum	EBV VCA IgM Ser-aCnc	1	Both		18,2071
757	VIR	20	EBV Ab paneel; Noorsportlane Pluss pakett	EBV_AB-X-PNL; JUNIOR_ATHLETE_PLUS-X-PNL	EBV VCA IgG QN	EBV_VCA_IGG-TST	JAH		EI	EI	S,P-EBV VCA IgG QN	EBV VCA IgG QN	Epstein-Barr viiruse kapsiidi antigeeni vastase IgG hulk seerumis/plasmas	QN	kU/L	kU/L			131	JAH	3868	5157-3	Epstein Barr virus capsid Ab.IgG	ACnc	Pt	Ser	Qn	EIA			13	MICRO	Epstein Barr virus capsid IgG Ab [Units/volume] in Serum by Immunoassay	EBV VCA IgG Ser EIA-aCnc	1	Both		18,2071
758	VIR	20	EBV IgG paneel	EBV_IGG_AVD_IB-X-PNL	EBV VCA IgG aviidsus	EBV_VCA_IGG_AVD-TST	JAH		EI	JAH	S,P-EBV VCA IgG avd	EBV VCA IgG aviidsus	Epstein-Barr viiruse kapsiidi antigeeni vastase IgG aviidsus seerumis/plasmas	Tekst					132	JAH	1989	69949-6	Epstein Barr virus capsid Ab.IgG avidity	Threshold	Pt	Ser	Ord	EIA				MICRO	Epstein Barr virus capsid IgG Ab avidity [Presence] in Serum by Immunoassay	EBV VCA IgG Avidity Ser Ql EIA	1	Both		26,9464
759	VIR	20	EBV Ab paneel; Noorsportlane Pluss pakett	EBV_AB-X-PNL; JUNIOR_ATHLETE_PLUS-X-PNL	EBV NA IgG QN	EBV_NA_IGG-TST	JAH		EI	EI	S,P-EBV NA IgG QN	EBV NA IgG QN	Epstein-Barr viiruse tuumaantigeeni vastase IgG hulk seerumis/plasmas	QN	kU/L	kU/L			135	JAH	3867	30083-0	Epstein Barr virus nuclear Ab.IgG	ACnc	Pt	Ser	Qn	EIA	[IU]/mL	IU/mL	9	MICRO	Epstein Barr virus nuclear IgG Ab [Units/volume] in Serum by Immunoassay	EBV NA IgG Ser EIA-aCnc	1	Both		12,7478
2166	VIR	20			EBV EA IgG QN	EBV_EA_IGG-TST	JAH		JAH	JAH	S,P-EBV EA IgG QN	EBV EA IgG QN	Epstein-Barr viiruse varase antigeeni vastase IgG hulk seerumis/plasmas	QN	kU/L	kU/L			140	JAH	6534	24007-7	Epstein Barr virus early Ab.IgG	ACnc	Pt	Ser	Qn		[arb'U]/mL	arb U/mL		MICRO	Epstein Barr virus early IgG Ab [Units/volume] in Serum	EBV EA IgG Ser-aCnc	1	Both		
760	VIR	20	EBV IgG paneel	EBV_IGG_AVD_IB-X-PNL	EBV IgG (immunoblot)	EBV_IGG_IB-TST	JAH		JAH	JAH	S,P-EBV IgG conf	EBV IgG (kinnitav)	Epstein-Barr viiruse vastane IgG seerumis/plasmas (kinnitav uuring)	N/Pp/P					142	JAH	4880	A-4880																
761	VIR	20			CMV DNA	CMV_DNA_V2-TST	JAH		JAH	JAH	XXX-CMV DNA	CMV DNA	Tsütomegaloviiruse DNA	N/P					144	JAH	535	5000-5	Cytomegalovirus DNA	ACnc	Pt	XXX	Ord	Probe.amp.tar			0,00%	MICRO	Cytomegalovirus DNA [Presence] in Unspecified specimen by Probe & target amplification method	CMV DNA XXX Ql PCR	1	Both		
1493	VIR	20			CMV DNA QN	CMV_DNA_QN-TST	JAH		JAH	JAH	XXX-CMV DNA QN (c/mL)	CMV DNA QN (c/mL)	Tsütomegaloviiruse DNA hulk (copies/mL)	QN	copies/mL	copies/mL			146	JAH	531	33006-8	Cytomegalovirus DNA	NCnc	Pt	XXX	Qn	Probe.amp.tar	{copies}/mL	copies/mL		MICRO	Cytomegalovirus DNA [#/volume] (viral load) in Specimen by NAA with probe detection	CMV DNA # Spec NAA+probe	1	Both		19,8536
762	VIR	20			CMV IgM QN	CMV_IGM-TST	JAH		JAH	EI	S,P-CMV IgM QN	CMV IgM QN	Tsütomegaloviiruse vastase IgM hulk seerumis/plasmas	QN	kU/L	kU/L			149	JAH	5425	7853-5	Cytomegalovirus Ab.IgM	ACnc	Pt	Ser	Qn		[arb'U]/mL	AU/mL		MICRO	Cytomegalovirus IgM Ab [Units/volume] in Serum	CMV IgM Ser-aCnc	1	Both		
763	VIR	20	Last sooviva naise nakkushaiguste pakett	MOTHER_TO_BE_INF-X-PNL	CMV IgG QN	CMV_IGG-TST	JAH		JAH	EI	S,P-CMV IgG QN	CMV IgG QN	Tsütomegaloviiruse vastase IgG hulk seerumis/plasmas	QN	kU/L	kU/L			150	JAH	537	5124-3	Cytomegalovirus Ab.IgG	ACnc	Pt	Ser	Qn	EIA			0,01%	MICRO	Cytomegalovirus IgG Ab [Units/volume] in Serum by Immunoassay	CMV IgG Ser EIA-aCnc	1	Both		
764	VIR	20			CMV IgG (immunoblot)	CMV_IGM_IB-TST	JAH		JAH	JAH	S,P-CMV IgG conf	CMV IgG (kinnitav)	Tsütomegaloviiruse vastane IgG seerumis/plasmas (kinnitav uuring)	N/Pp/P					151	JAH	4879	22244-8	Cytomegalovirus Ab.IgG	PrThr	Pt	Ser/Plas	Ord					MICRO	Cytomegalovirus IgG Ab [Presence] in Serum or Plasma	CMV IgG SerPl Ql	1	Both		11,642
765	VIR	20			CMV IgG aviidsus	CMV_IGG_AVD-TST	JAH		JAH	JAH	S,P-CMV IgG avd	CMV IgG aviidsus	Tsütomegaloviiruse vastase IgG aviidsus seerumis/plasmas	Tekst					152	JAH	4311	78445-4	Cytomegalovirus Ab.IgG avidity	Threshold	Pt	Ser/Plas	Ord	EIA				MICRO	Cytomegalovirus IgG Ab avidity [Presence] in Serum or Plasma by Immunoassay	CMV IgG Avidity SerPl Ql EIA	1	Both		22,3396
766	VIR	20			CMV IgG aviidsus (immunoblot)	CMV_IGG_AVD_IB-TST	JAH		JAH	JAH	S,P-CMV IgG avd conf	CMV IgG aviidsus (kinnitav)	Tsütomegaloviiruse vastase IgG aviidsus seerumis/plasmas (kinnitav uuring)	Tekst					153	JAH	4878	A-4878																
2471	VIR	20			CMV resistentsusmutatsioonid	CMV_MUT-TST	EI	2025-11-13	JAH	JAH	B-CMV mut	CMV resistentsusmutatsioonid	Tsütomegaloviiruse UL97, UL54, UL56 geenide resistentsusmutatsioonid veres	Tekst					154	JAH	7275	A-5630																
767	VIR	20	Meningiiditekitajate DNA/RNA paneel	MENING_PAT_DNA_RNA-X-PNL	HHV6 DNA	HHV6_DNA-TST	JAH		JAH	JAH	XXX-HHV6 DNA	HHV6 DNA	Inimese herpeseviiruse 6 DNA	N/P					155	JAH	2508	29495-9	Herpes virus 6 DNA	ACnc	Pt	XXX	Ord	Probe.amp.tar				MICRO	Herpes virus 6 DNA [Presence] in Unspecified specimen by Probe & target amplification method	HHV6 DNA XXX Ql PCR	1	Both		24,4635
770	VIR	20			HHV7 DNA	HHV7_DNA-TST	JAH		JAH	JAH	XXX-HHV7 DNA	HHV7 DNA	Inimese herpeseviiruse 7 DNA	N/P					158	JAH	4163	44423-2	Herpes virus 7 DNA	ACnc	Pt	XXX	Ord	Probe.amp.tar			9	MICRO	Herpes virus 7 DNA [Presence] in Unspecified specimen by Probe and target amplification method	HHV7 DNA XXX Ql PCR	1	Both		12,2552
1343	VIR	20			HHV7 IgM tiiter	HHV7_IGM-TST	JAH		JAH	JAH	S,P-HHV7 IgM titr	HHV7 IgM tiiter	Inimese herpeseviiruse 7 vastase IgM tiiter seerumis/plasmas	SemiQN					159	JAH	5384	43022-3	Herpes virus 7 Ab.IgM	Titr	Pt	Ser	SemiQn		{titer}	titer		MICRO	Herpes virus 7 IgM Ab [Titer] in Serum	HHV7 IgM Titr Ser	1	Both		
1344	VIR	20			HHV7 IgG tiiter	HHV7_IGG-TST	JAH		JAH	JAH	S,P-HHV7 IgG titr	HHV7 IgG tiiter	Inimese herpeseviiruse 7 vastase IgG tiiter seerumis/plasmas	SemiQN					160	JAH	5385	43023-1	Herpes virus 7 Ab.IgG	Titr	Pt	Ser	SemiQn		{titer}	titer		MICRO	Herpes virus 7 IgG Ab [Titer] in Serum	HHV7 IgG Titr Ser	1	Both		
771	VIR	20			HHV8 DNA	HHV8_DNA-TST	JAH		JAH	JAH	XXX-HHV8 DNA	HHV8 DNA	Inimese herpeseviiruse 8 DNA	N/P					161	JAH	2850	49403-9	Herpes virus 8 DNA	NCnc	Pt	XXX	Qn	Probe.amp.tar	{copies}/mL	copies/mL	2	MICRO	Herpes virus 8 DNA [#/volume] (viral load) in Unspecified specimen by Probe and target amplification method	HHV8 DNA # XXX PCR	1	Both		11,7566
2174	VIR	20			HHV8 IgG tiiter	HHV8_IGG-TST	JAH		JAH	JAH	S,P-HHV8 IgG titr	HHV8 IgG tiiter	Inimese herpeseviiruse 8 vastase IgG tiiter seerumis/plasmas	SemiQN					162	JAH	6541	47050-0	Herpes virus 8 Ab.IgG	Titr	Pt	Ser	SemiQn	IF	{titer}	titer		MICRO	Herpes virus 8 IgG Ab [Titer] in Serum by Immunofluorescence	HHV8 IgG Titr Ser IF	1	Both		
2845	VIR	20			Polüoomiviirus BK DNA QN	" POLYOMA_BK_DNA-TST"	JAH		JAH	JAH	XXX-Polyomavirus BK DNA QN	Polüoomiviirus BK DNA QN	Polüoomiviirus BK DNA QN	QN	kIU/L	kIU/L			164	JAH/Võrreld	7064	42587-6	BK virus DNA	ACnc	Pt	XXX	Qn	Probe.amp.tar	[arb'U]/mL			MICRO	BK virus DNA [Units/volume] (viral load) in Specimen by NAA with probe detection	BKV DNA Spec NAA+probe-aCnc	1	Both		
1429	VIR	20			Polüoomiviirus JC DNA veres	POLYOMA_JC_DNA-TST	EI	2025-06-08	JAH	JAH	XXX-Polyomavirus JC DNA	Polüoomiviirus JC DNA	Polüoomiviiruse tüüp JC DNA	N/P					165	JAH	615	42921-7	JC virus DNA	ACnc	Pt	XXX	Ord	Probe.amp.tar				MICRO	JC virus DNA [Presence] in Unspecified specimen by Probe & target amplification method	JCPyV DNA XXX Ql PCR	1	Both		
2747	VIR	20			Polüoomiviirus JC DNA QN	POLYOMA_JC_DNA_QN-TST	JAH		JAH	JAH	XXX-Polyomavirus JC DNA QN	Polüoomiviirus JC DNA QN	Polüoomiviiruse tüüp JC DNA hulk	QN	kIU/L	kIU/L			166	JAH/Võrreld	6630	A-5551																
2533	VIR	20			Polüoomiviirus JC Ab	POLYOMA_JC_AB-TST	JAH		JAH	JAH	S,P-Polyomavirus JC Ab	Polüoomiviirus JC Ab	Polüoomiviiruse JC tüübi vastased antikehad seerumis/plasmas	N/P					167	JAH	7435	70173-0	JC virus Ab	PrThr	Pt	Ser/Plas	Ord	IA				MICRO	JC virus Ab [Presence] in Serum or Plasma by Immunoassay	JCPyV Ab SerPl Ql IA	Laboratory	Both		
2469	VIR	20			Inimese hiirevastased antikehad	HAMA-TST	JAH		JAH	JAH	S,P-HAMA	Inimese hiirevastased antikehad	Inimese hiirevastased antikehad seerumis/plasmas	QN	ug/L	ug/L			168	JAH	7273	14975-7	Human antimouse Ab	MCnc	Pt	Ser	Qn		ng/mL			SERO	Human antimouse Ab [Mass/volume] in Serum	Human Antimouse Ab Ser-mCnc	Laboratory	Both		
2258	VIR	20			HAV RNA roojas	HAV_RNA-TST	JAH		JAH	JAH	St-HAV RNA	HAV RNA roojas	A-hepatiidi viiruse RNA roojas	N/P					169	JAH	6761	91070-3	Hepatitis A virus RNA	PrThr	Pt	Stool	Ord	Probe.amp.tar				MICRO	Hepatitis A virus RNA [Presence] in Stool by NAA with probe detection	HAV RNA Stl Ql NAA+probe	1	Both		
1439	VIR	20			HAV Ab	HAV_AB-TST	JAH		JAH	EI	S,P-HAV Ab	HAV Ab	A-hepatiidi viiruse vastased antikehad seerumis/plasmas	N/Pp/P					170	JAH	5592	20575-7	Hepatitis A virus Ab	PrThr	Pt	Ser	Ord					MICRO	Hepatitis A virus Ab [Presence] in Serum	HAV Ab Ser Ql	1	Both		
773	VIR	20			HAV IgM	HAV_IGM-TST	JAH		JAH	EI	S,P-HAV IgM	HAV IgM	A-hepatiidi viiruse vastane IgM seerumis/plasmas	N/Pp/P					172	JAH	573	13950-1	Hepatitis A virus Ab.IgM	ACnc	Pt	Ser	Ord	EIA			0,01%	MICRO	Hepatitis A virus IgM Ab [Presence] in Serum by Immunoassay	HAV IgM Ser Ql EIA	1	Both		
775	VIR	20			HBV DNA	HBV_DNA-TST	JAH		JAH	EI	S,P-HBV DNA	HBV DNA	B-hepatiidi viiruse DNA seeumis/plasmas	N/P					175	JAH	575	29610-3	Hepatitis B virus DNA	ACnc	Pt	Ser/Plas	Ord	Probe.amp.tar				MICRO	Hepatitis B virus DNA [Presence] in Serum or Plasma by Probe and target amplification method	HBV DNA SerPl Ql PCR	1	Both		19,7237
2506	VIR	20	Sooleparasiitide DNA paneel roojas	GE_PARA_DNA-X-PNL	Blastocystis hominis DNA roojas	BH_DNA-TST	JAH		EI	EI	St-B hominis DNA	Blastocystis hominis DNA roojas	Blastocystis hominis DNA roojas	N/P					176	JAH	7228	70292-8	Blastocystis hominis DNA	PrThr	Pt	Stool	Ord	Probe.amp.tar				MICRO	Blastocystis hominis DNA [Presence] in Stool by NAA with probe detection	B hominis DNA Stl Ql NAA+probe	Laboratory	Both		
776	VIR	20			HBV DNA QN	HBV_DNA_QN-TST	JAH		JAH	EI	S,P-HBV DNA QN	HBV DNA QN	B-hepatiidi viiruse DNA hulk seerumis/plasmas	QN	kIU/L	kIU/L			177	JAH/Võrreld	578	42595-9	Hepatitis B virus DNA	ACnc	Pt	Ser/Plas	Qn	Probe.amp.tar	[IU]/mL	IU/mL		MICRO	Hepatitis B virus DNA [Units/volume] (viral load) in Serum or Plasma by Probe and target amplification method	HBV DNA SerPl PCR-aCnc	1	Both		19,7237
777	VIR	20			HBV genotüüp	HBV_GENO-TST	JAH		JAH	JAH	S,P-HBV genot	HBV genotüüp	B-hepatiidi viiruse genotüüp seerumis/plasmas	Tekst					178	JAH	3802	32366-7	Hepatitis B virus genotype	Prid	Pt	Ser/Plas	Nom	Probe.amp.tar			10	MICRO	Hepatitis B virus genotype [Identifier] in Serum or Plasma by Probe and target amplification method	HBV Gentyp SerPl PCR	1	Both		
778	VIR	20	Last sooviva mehe pakett; Last sooviva naise nakkushaiguste pakett; STLI pakett; Sugulisel teel levivate nakkushaiguste pakett	FATHER_TO_BE-X-PNL; MOTHER_TO_BE_INF-X-PNL; STDI-X-PNL; STDI_MAN-X-PNL	HBsAg	HBS_AG-TST	JAH		JAH	EI	S,P-HBsAg	HBsAg	B-hepatiidi viiruse pinnaantigeen seerumis/plasmas	N/Pp/P					179	JAH	579	5196-1	Hepatitis B virus surface Ag	ACnc	Pt	Ser	Ord	EIA				MICRO	Hepatitis B virus surface Ag [Presence] in Serum by Immunoassay	HBV surface Ag Ser Ql EIA	1	Both		
779	VIR	20			HBs Ab QN	HBS_AB-TST	JAH		JAH	EI	S,P-HBs Ab QN	HBs Ab QN	B-hepatiidi viiruse pinnaantigeeni vastaste antikehade hulk seerumis/plasmas	QN	IU/L	IU/L			183	JAH	581	5193-8	Hepatitis B virus surface Ab	ACnc	Pt	Ser	Qn	EIA	m[IU]/mL	mIU/mL		MICRO	Hepatitis B virus surface Ab [Units/volume] in Serum by Immunoassay	HBV surface Ab Ser EIA-aCnc	1	Both		
780	VIR	20			HBc IgM	HBC_IGM-TST	JAH		JAH	EI	S,P-HBc IgM	HBc IgM	B-hepatiidi viiruse tuuma antigeeni vastane IgM seerumis/plasmas	N/Pp/P					184	JAH	582	24113-3	Hepatitis B virus core Ab.IgM	ACnc	Pt	Ser	Ord	EIA				MICRO	Hepatitis B virus core IgM Ab [Presence] in Serum by Immunoassay	HBV core IgM Ser Ql EIA	1	Both		
781	VIR	20	Maksapakett	LIVER-X-PNL	HBc Ab	HBC_AB-TST	JAH		JAH	EI	S,P-HBc Ab	HBc Ab	B-hepatiidi viiruse tuuma antigeeni vastased antikehad seerumis/plasmas	N/Pp/P					185	JAH	583	13952-7	Hepatitis B virus core Ab	ACnc	Pt	Ser	Ord	EIA				MICRO	Hepatitis B virus core Ab [Presence] in Serum by Immunoassay	HBV core Ab Ser Ql EIA	1	Both		
782	VIR	20			HBe Ag	HBE_AG-TST	JAH		JAH	EI	S,P-HBe Ag	HBe Ag	B-hepatiidi viiruse ümbrise antigeen seerumis/plasmas	N/Pp/P					186	JAH	584	13954-3	Hepatitis B virus little e Ag	ACnc	Pt	Ser	Ord	EIA				MICRO	Hepatitis B virus e Ag [Presence] in Serum by Immunoassay	HBV e Ag Ser Ql EIA	1	Both		
