Year,Month,Area,Article,Author,Score,Sex,Notes,Funding,Clinical vs Biomedical,NIH
2009,December,Pathophysiology,Endoplasmic Reticulum Stress in Diabetic Hearts Abolishes Erythropoietin-Induced Myocardial Protection by Impairment of Phospho–Glycogen Synthase Kinase-3β–Mediated Suppression of Mitochondrial Permeability Transition,Miki et al,1,Male,A score of 1 was given because only male rats were used (Male Otsuka Long-Evans-Tokushima fatty rats (OLETF)).,"Japan Society for Promotion of Science, Tokyo, Japan, and a grant from Chugai Pharmaceutical, Tokyo, Japan. Human recombinant erythropoietin was provided by Chugai Pharmaceutical. OLETF and LETO rats were gifts from the Tokushima Research Institute of Otsuka Pharmaceutical, Tokushima, Japan.",Biomedical,No
2009,December,Pathophysiology,Prenatal Programming of Metabolic Syndrome in the Common Marmoset Is Associated With Increased Expression of 11β-Hydroxysteroid Dehydrogenase Type 1,Nyirenda et al,1,Male,"A score of 1 was given because only male monkeys were used (One male offspring from each litter of adult common marmoset monkeys), and since the female monkeys that were involved in dexamethasone treatment were female because they were mothers.","European Commission Grant QLRT-2001-02758 (EUPEAH). M.J.N. is a recipient of an MRC clinician fellowship. A.d.V. is currently affiliated with the TMRC (Translational Medicine Research Collaboration) Laboratory, University of Dundee, U.K.",Biomedical,No
2009,December,Pathophysiology,Natriuretic Peptides/cGMP/cGMP-Dependent Protein Kinase Cascades Promote Muscle Mitochondrial Biogenesis and Prevent Obesity,Myishita et al,0,,"A score of 0 was given because sex was unspecified for the mice (brain NP (BNP) transgenic (BNP-Tg), cGK-Tg, and guanylyl cyclase-A (GCA) heterozygous knockout (GCA+/−) mice).","Japanese Ministry of Education, Culture, Sports, Science, and Technology; the Ministry of Health, Labor, and Welfare; the University of Kyoto 21st Century Centers of Excellence Program; and grants from the Takeda Medical Research Foundation and the Smoking Research Foundation.",Biomedical,No
2009,April,Pharmacology and Therapeutics,Pharmacological Stimulation of NADH Oxidation Ameliorates Obesity and Related Phenotypes in Mice,Hwang et al.,1,Male,"Score of 1 awarded, as only male mice (ob/ob and C57BL/6) were used. No justifiaction for the exclusion of females was given. ","Korea Science and Engineering Foundation, the Ministry of Education, Science and Technology, MarineBio Research Grant, Ministry of Maritime and Fisheries and KT&G grant; Korea, National Research Laboratory program, KOSEF, Ministry of Education, Science and Technology, Korea",Biomedical,No
2009,April,Pharmacology and Therapeutics,GLP-1R Agonist Liraglutide Activates Cytoprotective Pathways and Improves Outcomes After Experimental Myocardial Infarction in Mice,Noyan-Ashraf et al.,1,Male,"Score of 1 awarded, as only male C57BL/6 mice were used. No justification for the exclusion of female mice was provided. ","Heart and Stroke Foundation of Ontario, CIHR, Novo Nordisk",Biomedical,No
2009,January,Pharmacology and theraputics,Insulin Reduces Cerebral Ischemia/Reperfusion Injury in the Hippocampus of Diabetic Rats,Collino et al,1,Male,"Used Wistar rats, no explaintion for female exclusion","Wiliam Harvey Research Foundation, Turin University funding, Alfieri Project",Biomedical,No
2009,January,Pharmacology and theraputics,Inhibition of Dipeptidyl Peptidase-4 by Vildagliptin During Glucagon-Like Peptide 1 Infusion Increases Liver Glucose Uptake in the Conscious Dog,Edgerton et al,0,,"Used dogs, but made no mention to age, sex breed etc. Only referred to them as 'healthy and conscious'",Novartis Institute for Biomedical Research,Biomedical,No
2009,January,Pharmacology and theraputics,"Fibroblast Growth Factor 21 Reverses Hepatic Steatosis, Increases Energy Expenditure, and Improves Insulin Sensitivity in Diet-Induced Obese Mice",Xu et al,1,Male,"Male C57BL/6 mice, no reason for female exclusion",N/A,Biomedical,N/A
2009,January,Signal Transduction,Hypoxia Decreases Insulin Signaling Pathways in Adipocytes,Regazzetti et al,0,,"Used human embryonic kidney cells (HEK-293) and preadipocytes, as well as murine cell cultures. The sex of the cells used was not discussed at any time.","Institut National de la Santé et de la Recherche Médicale (INSERM, France), the Association for Research on Diabetes (Paris, France), the University of Nice-Sophia Antipolis, Region Provence-Alpes-Cote-d'Azur, and Conseil Général des Alpes Maritimes, European Commission, Association de Langue Française pour l'Etude du Diabète et des Maladies Métaboliques (ALFEDIAM)-Merck Lipha Santé and ALFEDIAM-Roche Diagnostics",Biomedical,No
2009,February,Signal Transduction,DOC2B: A Novel Syntaxin-4 Binding Protein Mediating Insulin-Regulated GLUT4 Vesicle Fusion in Adipocytes,Fukuda et al.,0,N/A,Score of 0 given because the paper did not mention the sex of the 3T3-L1 fibroblasts that they used.,"Ministry of Education, Culture, Sports, Science, and Technology of Japan, Takeda Scientific Foundation, Research Grant for Longevity Science",Biomedical,No
2009,March,Signal Transduction,"Dact1, a Nutritionally Regulated Preadipocyte Gene, Controls Adipogenesis by Coordinating the Wnt/β-Catenin Signaling Network",Lagathu et al.,1,Male,"Score of 1 awarded as the mice used were specified to male, and the majority of experiments were performed on mice. The exclusion of females was not mentioned or justified. Human tissues were of unspecified sex, as were the 3T3-L1 cells. Sex-matched controls were mentioned for the ob/ob mouse high fat diet experiment; this seems to imply the use of male experimental mice and male control mice, rather than the use of both sexes, as females are not mentioned. ","Biotechnology and Biological Science Research Council (BBSRC), MRC, Diabetes UK, and the European Union Sixth Framework Programme on Hepatic and Adipose Tissue Functions in the Metabolic Syndrome ",Biomedical,No
2009,May,Signal Transduction,High Glucose Suppresses Epidermal Growth Factor Receptor/Phosphatidylinositol 3-Kinase/Akt Signaling Pathway and Attenuates Corneal Epithelial Wound Healing,Xu et al.,0,N/a,Unspecified sex. Human cornea culture and porcupine cornea culture was used to investigate the effects of high glucose on epidermal growth factor receptor (EGFR),"National Institutes of Health, Midwest Eye Banks and Research to Prevent Blindness.",Biomedical,Yes
2009,May,Signal Transduction,Interleukin-6 Attenuates Insulin-Mediated Increases in Endothelial Cell Signaling but Augments Skeletal Muscle Insulin Action via Differential Effects on Tumor Necrosis Factor-α Expression,Yuen et al.,1,Male,Human aortic endothelial cells (HAECs) and male hooded Wistar rats were used for all experiments without a justification as to why females were not used as well.,National Health and Medical Research Council of Australia.,Biomedical,No
2009,May,Signal Transduction,Inhibition of Contraction-Stimulated AMP-Activated Protein Kinase Inhibits Contraction-Stimulated Increases in PAS-TBC1D1 and Glucose Transport Without Altering PAS-AS160 in Rat Skeletal Muscle,Funai and Cartee,1,Male,"Male Wistar rats, human recombinant insulin,",National Institutes of Health Grants.,Biomedical,Yes
2009,May,Signal Transduction,Degradation of cAMP-Responsive Element–Binding Protein by the Ubiquitin-Proteasome Pathway Contributes to Glucotoxicity in β-Cells and Human Pancreatic Islets,Costes et al.,1,Male,"Islets from male Wistar and Goto-Kakizaki (GK) rats, human cell culture sex unknown harvested from human pancreata from 3 brain-dead nonobese nondiabetic donors..",Association pour la Recherche sur le Diabète-INSERMand a Fondation pour la Recherche Médical.,Biomedical,No
2009,June,Signal Transduction,"PTPN2, a Candidate Gene for Type 1 Diabetes, Modulates Interferon-γ–Induced Pancreatic β-Cell Apoptosis",Moore et al.,1,Male,#NAME?,"Fonds National de la Recherche Scientifique (FNRS-FRSM) Belgium, the Communauté Française de Belgique–Actions de Recherche Concertées (ARC), the European Union (STREP Savebeta, contract number 036903; in the Framework Programme 6 of the European Community), and the Belgium Program on Interuniversity Poles of Attraction initiated by the Belgium State (IUAP P6/40). F.M. is the recipient of a post-doctoral fellowship from FNRS, Belgium. M.L.C. is the recipient of a scholarship from CAPES (Brazilian Coordination for the Improvement of Higher Education Personnel).",Biomedical,No
2009,July,Signal Transduction,Hypothalamic Reactive Oxygen Species Are Required for Insulin-Induced Food Intake Inhibition,Jaillard et al.,1,Male,Used male C57BL6/J mice to investigate the involvement of hypothalamic ROS and NADPH oxidase in the insulin regulated feeding behavior regulation. No reason given as to why female C57BL6/J mice were not utilized as well. No discussion of sex.,Agence Nationale de la Recherche Grant and the Institut Benjamin Delessert.,Biomedical,No
2009,Sept,Signal Transduction,Resistin-Like Molecule-β Inhibits SGLT-1 Activity and Enhances GLUT2-Dependent Jejunal Glucose Transport,Krimi et al,1,Male,"A score of 1 was given because only male mice were used for all experiments (Male C57BL/6J mice, OPG−/−, Adipoq−/−, ob/ob, and db/db mice).",Institut National de la Recherche Médicale (INSERM),Biomedical,No
2009,Sept,Signal Transduction,SH2B1 Enhances Insulin Sensitivity by Both Stimulating the Insulin Receptor and Inhibiting Tyrosine Dephosphorylation of Insulin Receptor Substrate Proteins,Morris et al,1,Male,"A score of 1 was given because only male mice were used (Wild-type (WT) and TgKO males on HFD, Primary liver cells isolated from male mice)","National Institutes of Health, American Diabetes Association Award",Biomedical,Yes
2009,October,Signal Transduction,Increased MAPK Activation and Impaired Insulin Signaling in Subcutaneous Microvascular Endothelial Cells in Type 2 Diabetes: The Role of Endothelin-1,Gogg et al,3,,A score of 3 was given because microvascular endothelial cells (MVEC) from both sexes of human subjects were included (supplementary info).,"Swedish Medical Research Council (K2005-72X-15389-01A), (K2008-55X-15358-04-3), and (K2007-54X-03506-36-3), the Novo Nordisk Foundation, the Swedish Diabetes Association, the Torsten and Ragnar Söderbergs Foundations, the Inga-Britt and Arne Lundberg Foundation, the Foundation for Strategic Research and the European Community as part of the project EUGENE2, which is supported by the European Commission",Biomedical,No
2009,October,Signal Transduction,Activation of the AMPK-FOXO3 Pathway Reduces Fatty Acid–Induced Increase in Intracellular Reactive Oxygen Species by Upregulating Thioredoxin,Li et al,1,Male,"A score of 1 was given only male mice were included (ApoE−/− male mice, one out of eight figures of data), although sex was unspecified for cell culture (human endothelial aortic cells) (would warrant score of 0 by itself).","American Heart Association Grants AHA-TX 0565134Y (to Y.H.S.) and AHA-0730190N (to Y.H.S.), National Institutes of Health Grant R01-HL071608 (to X.L.W.), and Natural Science Foundation of China Grants",Biomedical,Yes
2009,December,Signal Transduction,Functional Role of Neuroendocrine-Specific Protein-Like 1 in Membrane Translocation of GLUT4,Ikemoto et al,1,Male,A score of 1 was given because only male mice were used.,"molecular imaging program of Research Base for Exploring New Drugs, from the Ministry of Education, Culture, Sports, Science, and Technology (MEXT), Japan.",Biomedical,No
2009,December,Signal Transduction,Glucose Deprivation Regulates KATP Channel Trafficking via AMP-Activated Protein Kinase in Pancreatic β-Cells,Lim et al,0,,A score of 0 was given because the cell cultures and the β-cells from Sprague-Dawley rats were of unspecified sex.,"National Research Laboratory Program (R0A-2004-000-10295-0) funded by the Korean Ministry of Education, Science and Technology. A.L. and S.-H.P. were supported by the BK21 Program from the Korean Ministry of Education and Human Resources Development.",Biomedical,No
2019,January,Complications,VEGFC Reduces Glomerular Albumin Permeability and Protects Against Alterations in VEGF Receptor Expression in Diabetic Nephropathy,Onions et al,1,Male,Score of 1 awarded as only male mice (C57BLKsJ-db/db) were involved. No justification for female exclusion provided. Human cells (ciGEnCs) used for human in vitro experiments were of unspecified sex. ,"British Heart foundation (BHF), Kidney Research UK, European Foundation for the Study of Diabetes, Medical Research Councill Clinician Scientist award, Diabetes Research Wellness Foundation",Biomedical,No
